path,en,it
root/2/oasis_flower_character/10/quest_reward/0,"They dig around in their pocket for a moment and pull something out. I expect it to be a little bug, or some dirt, or possibly an old toy, but instead they produce an Entertainer’s Badge.","Fruga nella tasca per un momento e tira fuori qualcosa. Mi aspetto che sia un insetto, o un po' di terra, o magari un vecchio giocattolo, ma invece estrae un Distintivo dell'Intrattenitore."
root/2/oasis_flower_character/10/quest_reward/3,"<<""Here. You’re really nice, so you can have this."">>","<<""Tieni. Sei davvero gentile, quindi puoi averlo."">>"
root/2/oasis_flower_character/10/quest_reward/5,"I ask if they wouldn’t prefer to hang on to it-- there’s plenty of use for such things, later. I get a shake of the head.","Le chiedo se non preferisca tenerselo-- ci sono tanti usi per cose del genere, più avanti. Ottengo uno scuotimento di testa."
root/2/oasis_flower_character/10/quest_reward/8,"<<""I think this one’s for you. I’ll get my own one day."">>","<<""Credo che questo sia per te. Un giorno me ne procurerò uno mio."">>"
root/2/oasis_flower_character/10/quest_reward/11,"I tell them I’m sure they will, and leave with a wave.","Le dico che ne sono sicura, e me ne vado con un saluto."
root/2/oasis_flower_quest_debug/0/2,Pick an oasis flower,Raccogli un fiore d'oasi
root/2/oasis_flower_quest_debug/0/8/c-0/5,I find the rare flower. It’s a lovely thing.,Trovo il fiore raro. È una cosa bellissima.
root/2/oasis_flower_quest_definition/1,Oasis Flower,Fiore d'Oasi
root/2/oasis_flower_quest_definition/4,"quest_giver, flower",
root/2/oasis_flower_quest_definition/13/6/b/1,inactive,
root/2/oasis_flower_quest_definition/14/6/b/1,active,
root/2/oasis_flower_quest_definition/15/1/b/1,completed,
root/2/oasis_flower_quest_definition/22/1/b/3,"Tej, a child in Eccria, wanted me to bring them a flower that grows on the rock in the middle of the oasis.","Tej, una bambina di Eccria, voleva che le portassi un fiore che cresce sulla roccia al centro dell'oasi."
root/2/oasis_flower_quest_definition/32/1/b/4,I need to find a way up onto the rock in the oasis.,Devo trovare un modo per salire sulla roccia dell'oasi.
root/2/oasis_flower_quest_definition/41/1/b/3,I made it to the top of the rock and collected a flower.,Sono arrivata in cima alla roccia e ho raccolto un fiore.
root/2/oasis_flower_quest_definition/51/1/b/4,I should take the flower back to Tej.,Dovrei riportare il fiore a Tej.
root/2/oasis_flower_quest_definition/58/1/b/3,I delivered the flower to Tej.,Ho consegnato il fiore a Tej.
root/2/smugglers_legacy_found_loot/2,SmugglersHeirloom,
root/2/smugglers_legacy_content/1/quest_start/6,<<My uncle died recently and left me this note.>>,<<Mio zio è morto da poco e mi ha lasciato questa nota.>>
root/2/smugglers_legacy_content/1/quest_start/8,The dock-worker passes me the note and I have a look.,Il portuale mi passa la nota e do un'occhiata.
root/2/smugglers_legacy_content/1/quest_start/11,<<I have no idea what it means though.>>,<<Però non ho idea di cosa significhi.>>
root/2/smugglers_legacy_content/1/quest_active/0,<<Have you worked out what that note means yet?.>>,<<Hai già capito cosa significa quella nota?>>
root/2/smugglers_legacy_content/1/quest_complete/6,<<You worked it out? Incredible!>> ,<<L'hai capito? Incredibile!>> 
root/2/smugglers_legacy_content/1/note/0,"""Swim inside the rock. There's some treasure in it.""","""Nuota dentro la roccia. C'è un tesoro lì dentro."""
root/2/smugglers_legacy_quest_definition/1,Smuggler's Legacy,Eredità del Contrabbandiere
root/2/smugglers_legacy_quest_definition/4,quest_giver,
root/2/smugglers_legacy_quest_definition/7,SmugglersHeirloom,
root/2/smugglers_legacy_quest_definition/10/6/b/1,inactive,
root/2/smugglers_legacy_quest_definition/11/6/b/1,active,
root/2/smugglers_legacy_quest_definition/12/1/b/1,completed,
root/2/smugglers_legacy_quest_definition/19/1/b/3,A worker at the dock told me about a note left to him by an uncle. The note says:<br><br>,Un operaio del molo mi ha parlato di una nota lasciatagli dallo zio. La nota dice:<br><br>
root/2/smugglers_legacy_quest_definition/29/1/b/3,I wonder where the clue could be pointing me?,Mi chiedo dove possa portarmi l'indizio.
root/2/smugglers_legacy_quest_definition/35/1/b/3,I found a hidden cave under a rock in the Eccrian Oasis.,Ho trovato una grotta nascosta sotto una roccia nell'Oasi Eccrina.
root/2/smugglers_legacy_quest_definition/45/1/b/4,I should show the dock-worker my findings.,Dovrei mostrare le mie scoperte al portuale.
root/2/smugglers_legacy_quest_definition/52/1/b/3,I showed my findings to the dock-worker.,Ho mostrato le mie scoperte al portuale.
root/2/hide_and_seek_nezz/1/6/b/13,"<<""Aww, you did find me!"">>","<<""Aww, mi hai trovato!"">>"
root/2/hide_and_seek_nezz/2/1/b/5,"<<""Hide and seek is so boring! We should play something else!"">>","<<""Nascondino è così noioso! Dovremmo giocare a qualcos'altro!"">>"
root/2/hide_and_seek_pala/1/6/b/13,"<<""Oh, you found me. Are you <i>sure</i> you counted <i>all</i> the way to a hundred?"">>","<<""Oh, mi hai trovato. Sei <i>sicura</i> di aver contato <i>davvero</i> fino a cento?"">>"
root/2/hide_and_seek_pala/2/1/b/5,"<<""What other games do you know?"">>","<<""Quali altri giochi conosci?"">>"
root/2/hide_and_seek_jef/1/6/b/13,"<<""I thought this was a really good hiding spot. You're smart for a grown-up."">>","<<""Pensavo fosse un nascondiglio davvero buono. Sei in gamba per essere una grande."">>"
root/2/hide_and_seek_jef/1/6/b/15,I take the compliment.,Prendo il complimento.
root/2/hide_and_seek_jef/2/1/b/5,"<<""You can join our gang if you like."">>","<<""Puoi unirti alla nostra banda, se vuoi."">>"
root/2/hide_and_seek_content/1/start/0/4,Sure!,Certo!
root/2/hide_and_seek_content/1/start/0/10,"Um, maybe later.","Ehm, forse più tardi."
root/2/hide_and_seek_content/1/first_time/0/1,"The huddled children giggle as I approach, the way children do. You're never quite sure whether they are entertained, nervous or mocking. I decide not to let myself feel judged.","I bambini stretti insieme ridacchiano mentre mi avvicino, come fanno i bambini. Non si capisce mai bene se siano divertiti, nervosi o in canzonatura. Decido di non lasciarmi sentire giudicata."
root/2/hide_and_seek_content/1/first_time/0/8,"<<""You’re a Glider!"">>","<<""Sei una Glider!"">>"
root/2/hide_and_seek_content/1/first_time/0/12,Yes indeed!,Esattamente!
root/2/hide_and_seek_content/1/first_time/0/18,I’m certainly not!,Assolutamente no!
root/2/hide_and_seek_content/1/first_time/0/24,How do you know?,Come lo sai?
root/2/hide_and_seek_content/1/first_time/0/28/c-0/2,"They get excited at this, and make small sounds amongst themselves. I found Gliders thrilling too when I was a child, but somehow I feel slightly like an imposter... and a little bit proud.","Si eccitano a questa risposta, e fanno piccoli versi tra di loro. Anche io trovavo i Glider entusiasmanti da bambina, ma in qualche modo mi sento un po' un'impostora... e un po' fiera."
root/2/hide_and_seek_content/1/first_time/0/28/c-1/3,"<<""Yes you are!"">>","<<""Sì che lo sei!"">>"
root/2/hide_and_seek_content/1/first_time/0/28/c-1/10,"<<""We can tell by your clothes!"">>","<<""Si capisce dai tuoi vestiti!"">>"
root/2/hide_and_seek_content/1/first_time/0/28/c-1/17,"<<""Where's your bike? Can we ride on it?"">>","<<""Dov'è la tua hoverbike? Possiamo cavalcarla?"">>"
root/2/hide_and_seek_content/1/first_time/0/28/c-1/19,"Found out, I come clean... and gently deny the request for the bike. The matter is quickly forgotten.","Sgamata, mi confesso... e nego gentilmente la richiesta della hoverbike. La questione viene rapidamente dimenticata."
root/2/hide_and_seek_content/1/first_time/0/28/c-2/3,"<<""I saw your bike!"">>","<<""Ho visto la tua hoverbike!"">>"
root/2/hide_and_seek_content/1/first_time/0/28/c-2/10,"<<""We can tell by your clothes!"">>","<<""Si capisce dai tuoi vestiti!"">>"
root/2/hide_and_seek_content/1/first_time/0/28/c-2/17,"<<""I’m psychic!"">>","<<""Sono telepatica!"">>"
root/2/hide_and_seek_content/1/first_time/0/28/c-2/19/2,You got me!,Mi hai beccata!
root/2/hide_and_seek_content/1/first_time/0/28/c-2/19/8,You kids are smart!,Siete bambini in gamba!
root/2/hide_and_seek_content/1/first_time/0/28/g-0/4,"<<""Do you want to play a game with us?"">>","<<""Vuoi giocare con noi?"">>"
root/2/hide_and_seek_content/1/repeat/4,"<<""You can still play with us if you like."">>","<<""Puoi ancora giocare con noi, se vuoi."">>"
root/2/hide_and_seek_content/1/quest_declined/3,They scoff as a collective.,Sbuffano in coro.
root/2/hide_and_seek_content/1/quest_declined/10,"<<""No fun!"">>","<<""Che noia!"">>"
root/2/hide_and_seek_content/1/quest_accepted/0/9,"<<""Yay! The game is hide and seek, do you know it?"">>","<<""Evviva! Il gioco è a nascondino, lo conosci?"">>"
root/2/hide_and_seek_content/1/quest_accepted/0/13,I think I might know it!,Credo di conoscerlo!
root/2/hide_and_seek_content/1/quest_accepted/0/19,I’ve played quite a bit.,Ci ho giocato parecchio.
root/2/hide_and_seek_content/1/quest_accepted/0/23/g-0/0,"I tell them I used to play with a young friend of mine, back home. They don’t seem particularly interested in the story. I've never felt so old...","Gli dico che ci giocavo con un mio giovane amico, a casa. Non sembrano particolarmente interessati alla storia. Non mi sono mai sentita così vecchia..."
root/2/hide_and_seek_content/1/quest_accepted/0/23/g-0/8,"<<""Good! You’re it! We’ll go and hide and you have to find us!"">>","<<""Bene! Tocca a te! Andiamo a nasconderci e tu devi trovarci!"">>"
root/2/hide_and_seek_content/1/quest_accepted/0/23/g-0/10,"I tell them to wait - once I, the great worldly-wise Glider, cunningly track them down, how can I call them out if I don't know their names?","Gli dico di aspettare — una volta che io, la grande Glider esperta, li avrò scovati con astuzia, come potrei chiamarli se non so i loro nomi?"
root/2/hide_and_seek_content/1/quest_accepted/0/23/g-0/17,"<<""Ha, don't be so sure you'll find us! This is <i>our</i> town, remember."">>","<<""Ah, non essere così sicura di trovarci! Questa è la <i>nostra</i> città, ricordi."">>"
root/2/hide_and_seek_content/1/quest_accepted/0/23/g-0/24,"<<""Well anyway, I'm Pala!"">>","<<""Comunque, io sono Pala!"">>"
root/2/hide_and_seek_content/1/quest_accepted/0/23/g-0/31,"<<""I'm Jef!"">>","<<""Io sono Jef!"">>"
root/2/hide_and_seek_content/1/quest_accepted/0/23/g-0/38,"<<""And I'm Nezz."">>","<<""E io sono Nezz."">>"
root/2/hide_and_seek_content/1/quest_accepted/0/23/g-0/40,"I tell them my own name, then Pala points at me.","Gli dico il mio nome, poi Pala mi punta il dito addosso."
root/2/hide_and_seek_content/1/quest_accepted/0/23/g-0/47,"<<""Are you ready, Sable? You have to close your eyes and count to one hundred! No peeking, and <i>no</i> skipping! And count SLOWLY!"">>","<<""Sei pronta, Sable? Devi chiudere gli occhi e contare fino a cento! Non barare, e <i>niente</i> salti! E conta LENTAMENTE!"">>"
root/2/hide_and_seek_content/1/quest_accepted/0/23/g-0/51,That’s a very high number!,È un numero altissimo!
root/2/hide_and_seek_content/1/quest_accepted/0/23/g-0/57,What! I would never skip!,Cosa?! Io non barerei mai!
root/2/hide_and_seek_content/1/quest_accepted/0/23/g-1/2,"<<""Just start counting!"">>","<<""Inizia a contare e basta!"">>"
root/2/hide_and_seek_content/1/count/0,I close my eyes and start counting.,Chiudo gli occhi e inizio a contare.
root/2/hide_and_seek_content/1/count/2,"One, two, three...","Uno, due, tre..."
root/2/hide_and_seek_content/1/count/4,...,...
root/2/hide_and_seek_content/1/count/6,"fifty-seven, fifty-eight...","cinquantasette, cinquantotto..."
root/2/hide_and_seek_content/1/count/8,...,...
root/2/hide_and_seek_content/1/count/10,"Ninety-seven, ninety-eight, ninety-nine...","Novantasette, novantotto, novantanove..."
root/2/hide_and_seek_content/1/count/13,One hundred!,Cento!
root/2/hide_and_seek_content/1/complete_check/0/15,<<You found the others first? Yes! That means I win!>>,<<Hai trovato prima gli altri? Sì! Vuol dire che ho vinto io!>>
root/2/hide_and_seek_content/1/complete_check/0/19,The real victory is the fun you have with your friends.,La vera vittoria è il divertimento che fai con i tuoi amici.
root/2/hide_and_seek_content/1/complete_check/0/25,I found you all. Doesn’t that mean I win?,Vi ho trovati tutti. Non vuol dire che ho vinto io?
root/2/hide_and_seek_content/1/complete_check/0/31,Took me ages! How did you hide so well?!,Ci ho messo un'eternità! Come ti sei nascosto così bene?!
root/2/hide_and_seek_content/1/complete_check/0/35/c-0/4,"<<""No, it’s this."">>","<<""No, è così."">>"
root/2/hide_and_seek_content/1/complete_check/0/35/c-1/3,"<<""Hmm, no. I don’t think so. I definitely win."">>","<<""Mmm, no. Non credo. Ho vinto io di sicuro."">>"
root/2/hide_and_seek_content/1/complete_check/0/35/c-2/3,"<<""I’ve been practicing a long time. My mother asked me to do chores and I hid from her all afternoon! I’m hiding right now!"">>","<<""Mi alleno da tanto tempo. Mia madre mi aveva chiesto di fare delle faccende e mi sono nascosto da lei per tutto il pomeriggio! Mi sto nascondendo anche adesso!"">>"
root/2/hide_and_seek_content/1/complete_check/0/35/g-0/1,"<<""Anyway, you're pretty fun for a grown-up so you can have this badge. You need three of these then you can wear the Entertainer's Mask!"">>","<<""Comunque, sei piuttosto divertente per essere una grande, quindi puoi avere questo distintivo. Te ne servono tre poi potrai indossare la Maschera dell'Intrattenitore!"">>"
root/2/hide_and_seek_content/1/complete_check/0/35/g-0/3,I thank them for the game and the badge and say goodbye.,Li ringrazio per il gioco e il distintivo e li saluto.
root/2/hide_and_seek_content/1/complete_check/0/35/g-0/5,"As I leave, I feel a small pang in my heart. I miss Saima and the rest of the clan. I wonder what she'd think of me taking up the Entertainer's Mask?","Mentre me ne vado, sento una piccola fitta al cuore. Mi mancano Saima e il resto del clan. Chissà cosa penserebbe lei del fatto che indossi la Maschera dell'Intrattenitore?"
